,home_team,prediction,prediction.1,away_team,season,week,away_score,home_score,actual
555,SEA,1.6,0.4,BUF,2024,8,31.0,10.0,-21.0
556,DEN,-9.0,1.6,CAR,2024,8,14.0,28.0,14.0
557,WAS,-1.4,0.6,CHI,2024,8,15.0,18.0,3.0
558,SF,-6.8,0.7,DAL,2024,8,24.0,30.0,6.0
559,JAX,6.0,3.5,GB,2024,8,30.0,27.0,-3.0
560,HOU,-6.0,0.4,IND,2024,8,20.0,23.0,3.0
561,LV,5.5,3.1,KC,2024,8,27.0,20.0,-7.0
562,LA,3.7,1.0,MIN,2024,8,20.0,30.0,10.0
563,LAC,-3.6,0.5,NO,2024,8,8.0,26.0,18.0
564,PIT,-6.2,0.4,NYG,2024,8,18.0,26.0,8.0
565,NE,-3.2,0.6,NYJ,2024,8,22.0,25.0,3.0
566,CIN,-3.1,0.6,PHI,2024,8,37.0,17.0,-20.0
567,DET,-6.5,0.5,TEN,2024,8,14.0,52.0,38.0
568,ARI,3.8,0.6,ATL,2023,10,23.0,25.0,2.0
569,CHI,-3.7,0.6,CAR,2023,10,13.0,16.0,3.0
570,BAL,-2.8,0.7,CLE,2023,10,33.0,31.0,-2.0
571,BUF,-12.7,1.8,DEN,2023,10,24.0,22.0,-2.0
572,LAC,3.9,2.6,DET,2023,10,41.0,38.0,-3.0
573,PIT,-3.2,0.9,GB,2023,10,19.0,23.0,4.0
574,CIN,-4.0,0.8,HOU,2023,10,30.0,27.0,-3.0
575,NE,1.1,0.6,IND,2023,10,10.0,6.0,-4.0
576,MIN,1.6,0.5,NO,2023,10,19.0,27.0,8.0
577,DAL,-10.6,1.0,NYG,2023,10,17.0,49.0,32.0
578,LV,0.9,0.4,NYJ,2023,10,12.0,16.0,4.0
579,JAX,3.0,0.4,SF,2023,10,34.0,3.0,-31.0
580,TB,-2.4,0.7,TEN,2023,10,6.0,20.0,14.0
581,SEA,-2.3,0.5,WAS,2023,10,26.0,29.0,3.0
582,GB,-4.9,0.5,ARI,2024,6,13.0,34.0,21.0
583,CAR,2.9,0.9,ATL,2024,6,38.0,20.0,-18.0
584,NYJ,-2.3,0.6,BUF,2024,6,23.0,20.0,-3.0
585,NYG,0.4,0.4,CIN,2024,6,17.0,7.0,-10.0
586,PHI,-5.3,0.5,CLE,2024,6,16.0,20.0,4.0
587,DAL,0.4,0.3,DET,2024,6,47.0,9.0,-38.0
588,NE,0.4,0.6,HOU,2024,6,41.0,21.0,-20.0
589,TEN,-3.8,0.3,IND,2024,6,20.0,17.0,-3.0
590,CHI,-5.6,0.3,JAX,2024,6,16.0,35.0,19.0
591,DEN,-4.3,0.7,LAC,2024,6,23.0,16.0,-7.0
592,LV,3.7,2.0,PIT,2024,6,32.0,13.0,-19.0
593,SEA,0.9,0.4,SF,2024,6,36.0,24.0,-12.0
594,NO,-4.6,0.2,TB,2024,6,51.0,27.0,-24.0
595,BAL,-7.3,0.6,WAS,2024,6,23.0,30.0,7.0
596,LV,-2.8,0.7,ARI,2022,2,29.0,23.0,-6.0
597,LA,-7.0,0.8,ATL,2022,2,27.0,31.0,4.0
598,NYG,-1.0,1.0,CAR,2022,2,16.0,19.0,3.0
599,GB,-7.8,0.6,CHI,2022,2,10.0,27.0,17.0
600,DAL,3.9,0.3,CIN,2022,2,17.0,20.0,3.0
601,DEN,-12.4,1.7,HOU,2022,2,9.0,16.0,7.0
602,JAX,4.9,0.5,IND,2022,2,0.0,24.0,24.0
603,KC,-8.5,0.7,LAC,2022,2,24.0,27.0,3.0
604,BAL,-3.3,1.6,MIA,2022,2,42.0,38.0,-4.0
605,PHI,-1.0,0.8,MIN,2022,2,7.0,24.0,17.0
606,PIT,6.1,2.7,NE,2022,2,17.0,14.0,-3.0
607,CLE,-6.2,0.9,NYJ,2022,2,31.0,30.0,-1.0
608,SF,-6.0,0.9,SEA,2022,2,7.0,27.0,20.0
609,NO,4.5,0.3,TB,2022,2,20.0,10.0,-10.0
610,BUF,-12.5,1.5,TEN,2022,2,7.0,41.0,34.0
611,DET,2.0,0.3,WAS,2022,2,27.0,36.0,9.0
612,CIN,0.6,0.4,BAL,2023,2,27.0,24.0,-3.0
613,TB,-1.6,1.2,CHI,2023,2,17.0,27.0,10.0
614,PIT,3.1,0.9,CLE,2023,2,22.0,26.0,4.0
615,ATL,-1.9,0.7,GB,2023,2,24.0,25.0,1.0
616,HOU,-2.4,0.6,IND,2023,2,31.0,20.0,-11.0
617,JAX,-1.0,0.9,KC,2023,2,17.0,9.0,-8.0
618,TEN,-1.1,0.7,LAC,2023,2,24.0,27.0,3.0
619,BUF,-6.2,1.1,LV,2023,2,10.0,38.0,28.0
620,NE,-4.3,0.6,MIA,2023,2,24.0,17.0,-7.0
621,PHI,2.8,1.7,MIN,2023,2,28.0,34.0,6.0
622,CAR,0.3,0.9,NO,2023,2,20.0,17.0,-3.0
623,ARI,-1.3,0.4,NYG,2023,2,31.0,28.0,-3.0
624,DAL,-8.6,1.5,NYJ,2023,2,10.0,30.0,20.0
625,DET,-4.4,0.8,SEA,2023,2,37.0,31.0,-6.0
626,LA,-0.1,0.5,SF,2023,2,30.0,23.0,-7.0
627,DEN,-0.8,0.5,WAS,2023,2,35.0,33.0,-2.0
628,SEA,5.1,0.3,ARI,2021,11,23.0,13.0,-10.0
629,CHI,7.3,1.2,BAL,2021,11,16.0,13.0,-3.0
630,LV,2.9,0.5,CIN,2021,11,32.0,13.0,-19.0
631,KC,0.4,1.2,DAL,2021,11,9.0,19.0,10.0
632,CLE,-11.4,3.0,DET,2021,11,10.0,13.0,3.0
633,MIN,5.3,0.5,GB,2021,11,31.0,34.0,3.0
634,TEN,-14.7,5.8,HOU,2021,11,22.0,13.0,-9.0
635,BUF,-10.6,2.4,IND,2021,11,41.0,15.0,-26.0
636,NYJ,4.1,0.5,MIA,2021,11,24.0,17.0,-7.0
637,ATL,6.7,0.9,NE,2021,11,25.0,0.0,-25.0
638,PHI,4.5,0.5,NO,2021,11,29.0,40.0,11.0
639,TB,-10.9,2.1,NYG,2021,11,10.0,30.0,20.0
640,LAC,1.8,0.5,PIT,2021,11,37.0,41.0,4.0
641,JAX,5.0,0.6,SF,2021,11,30.0,10.0,-20.0
642,CAR,-4.7,0.7,WAS,2021,11,27.0,21.0,-6.0
643,BAL,-6.4,0.5,ATL,2022,16,9.0,17.0,8.0
644,CHI,0.5,0.6,BUF,2022,16,35.0,13.0,-22.0
645,NE,0.2,0.3,CIN,2022,16,22.0,18.0,-4.0
646,LA,3.9,2.7,DEN,2022,16,14.0,51.0,37.0
647,CAR,-0.7,0.2,DET,2022,16,23.0,37.0,14.0
648,MIA,-1.4,0.4,GB,2022,16,26.0,20.0,-6.0
649,TEN,-7.2,0.8,HOU,2022,16,19.0,14.0,-5.0
650,NYJ,-2.8,0.4,JAX,2022,16,19.0,3.0,-16.0
651,IND,1.3,0.4,LAC,2022,16,20.0,3.0,-17.0
652,PIT,-2.1,0.9,LV,2022,16,10.0,13.0,3.0
653,CLE,-3.4,0.9,NO,2022,16,17.0,10.0,-7.0
654,MIN,-2.6,1.1,NYG,2022,16,24.0,27.0,3.0
655,DAL,1.0,0.4,PHI,2022,16,34.0,40.0,6.0
656,KC,-5.0,0.7,SEA,2022,16,10.0,24.0,14.0
657,ARI,1.4,0.5,TB,2022,16,19.0,16.0,-3.0
658,SF,-8.4,0.8,WAS,2022,16,20.0,37.0,17.0
659,SEA,-3.2,0.6,ARI,2022,6,9.0,19.0,10.0
660,NYG,3.2,1.2,BAL,2022,6,20.0,24.0,4.0
661,KC,2.3,0.5,BUF,2022,6,24.0,20.0,-4.0
662,LA,-8.4,0.6,CAR,2022,6,10.0,24.0,14.0
663,NO,1.0,0.3,CIN,2022,6,30.0,26.0,-4.0
664,PHI,-1.6,0.7,DAL,2022,6,17.0,26.0,9.0
665,LAC,1.1,0.3,DEN,2022,6,16.0,19.0,3.0
666,IND,-1.4,1.5,JAX,2022,6,27.0,34.0,7.0
667,MIA,2.1,0.3,MIN,2022,6,24.0,16.0,-8.0
668,CLE,-0.8,0.8,NE,2022,6,38.0,15.0,-23.0
669,GB,-9.4,0.5,NYJ,2022,6,27.0,10.0,-17.0
670,ATL,4.3,1.3,SF,2022,6,14.0,28.0,14.0
671,PIT,3.4,0.2,TB,2022,6,18.0,20.0,2.0
672,CHI,2.0,0.5,WAS,2022,6,12.0,7.0,-5.0
673,LA,-7.6,1.3,ARI,2023,6,9.0,26.0,17.0
674,TEN,1.6,0.3,BAL,2023,6,24.0,16.0,-8.0
675,MIA,-7.8,0.9,CAR,2023,6,21.0,42.0,21.0
676,LAC,0.8,0.9,DAL,2023,6,20.0,17.0,-3.0
677,KC,-9.3,1.1,DEN,2023,6,8.0,19.0,11.0
678,TB,-0.5,0.9,DET,2023,6,20.0,6.0,-14.0
679,JAX,-4.6,0.4,IND,2023,6,20.0,37.0,17.0
680,CHI,4.5,2.5,MIN,2023,6,19.0,13.0,-6.0
681,LV,-0.4,0.6,NE,2023,6,17.0,21.0,4.0
682,HOU,0.5,0.5,NO,2023,6,13.0,20.0,7.0
683,BUF,-11.1,2.6,NYG,2023,6,9.0,14.0,5.0
684,NYJ,3.7,1.0,PHI,2023,6,14.0,20.0,6.0
685,CIN,0.5,1.3,SEA,2023,6,13.0,17.0,4.0
686,CLE,1.8,0.8,SF,2023,6,17.0,19.0,2.0
687,ATL,-0.2,0.8,WAS,2023,6,24.0,16.0,-8.0
688,NO,-4.8,0.3,ATL,2023,18,17.0,48.0,31.0
689,MIA,-1.5,0.8,BUF,2023,18,21.0,14.0,-7.0
690,GB,-0.7,1.0,CHI,2023,18,9.0,17.0,8.0
691,CIN,3.0,0.3,CLE,2023,18,14.0,31.0,17.0
692,WAS,6.0,2.2,DAL,2023,18,38.0,10.0,-28.0
693,LV,-1.3,0.6,DEN,2023,18,14.0,27.0,13.0
694,IND,-3.0,0.5,HOU,2023,18,23.0,19.0,-4.0
695,TEN,-1.2,0.5,JAX,2023,18,20.0,28.0,8.0
696,LAC,4.3,1.1,KC,2023,18,13.0,12.0,-1.0
697,SF,-7.2,0.5,LA,2023,18,21.0,20.0,-1.0
698,DET,-3.1,0.9,MIN,2023,18,20.0,30.0,10.0
699,NE,-3.1,0.4,NYJ,2023,18,17.0,3.0,-14.0
700,NYG,1.1,0.8,PHI,2023,18,10.0,27.0,17.0
701,BAL,-7.2,0.4,PIT,2023,18,17.0,10.0,-7.0
702,ARI,1.4,0.7,SEA,2023,18,21.0,20.0,-1.0
703,CAR,0.8,0.4,TB,2023,18,9.0,0.0,-9.0
704,PHI,-3.3,0.4,ATL,2024,2,22.0,21.0,-1.0
705,MIA,-3.0,0.7,BUF,2024,2,31.0,10.0,-21.0
706,HOU,-5.8,0.3,CHI,2024,2,13.0,19.0,6.0
707,KC,-6.3,0.3,CIN,2024,2,25.0,26.0,1.0
708,JAX,-4.5,0.4,CLE,2024,2,18.0,13.0,-5.0
709,GB,-5.1,0.5,IND,2024,2,10.0,16.0,6.0
710,ARI,2.5,0.6,LA,2024,2,10.0,41.0,31.0
711,CAR,3.2,0.7,LAC,2024,2,26.0,3.0,-23.0
712,BAL,-7.9,0.6,LV,2024,2,26.0,23.0,-3.0
713,DAL,-1.1,0.4,NO,2024,2,44.0,19.0,-25.0
714,WAS,-4.5,0.3,NYG,2024,2,18.0,21.0,3.0
715,TEN,-6.1,0.4,NYJ,2024,2,24.0,17.0,-7.0
716,DEN,1.5,0.4,PIT,2024,2,13.0,6.0,-7.0
717,NE,-1.8,0.5,SEA,2024,2,23.0,20.0,-3.0
718,MIN,1.8,0.2,SF,2024,2,17.0,23.0,6.0
719,DET,-4.6,0.5,TB,2024,2,20.0,16.0,-4.0
720,KC,-2.8,0.3,BUF,2023,14,20.0,17.0,-3.0
721,NO,-8.4,0.5,CAR,2023,14,6.0,28.0,22.0
722,LAC,-4.7,0.4,DEN,2023,14,24.0,7.0,-17.0
